student_id,student_country,date_registered,purchase_id,purchase_type,date_purchased,paid,active_purchase,potential_stay
276017,EG,2022-06-02,,,,"(False, False)",False,False
276018,EG,2022-06-02,,,,"(False, False)",False,False
276019,UA,2022-06-02,,,,"(False, False)",False,False
276020,IQ,2022-06-02,,,,"(False, False)",False,False
276021,IQ,2022-06-02,,,,"(False, False)",False,False
276022,IQ,2022-06-02,,,,"(False, False)",False,False
276023,US,2022-06-02,,,,"(False, False)",False,False
276024,IQ,2022-06-02,,,,"(False, False)",False,False
276025,EG,2022-06-02,,,,"(False, False)",False,False
276026,EG,2022-06-02,,,,"(False, False)",False,False
276027,EG,2022-06-02,,,,"(False, False)",False,False
276028,GB,2022-06-02,,,,"(False, False)",False,False
276029,IQ,2022-06-02,,,,"(False, False)",False,False
276030,EG,2022-06-02,,,,"(False, False)",False,False
276031,EG,2022-06-02,,,,"(False, False)",False,False
276032,EG,2022-06-02,,,,"(False, False)",False,False
276033,AE,2022-06-02,,,,"(False, False)",False,False
276034,IQ,2022-06-02,,,,"(False, False)",False,False
276035,IQ,2022-06-02,,,,"(False, False)",False,False
276036,IQ,2022-06-02,,,,"(False, False)",False,False
276037,IQ,2022-06-02,,,,"(False, False)",False,False
276038,EG,2022-06-02,,,,"(False, False)",False,False
276039,EG,2022-06-02,,,,"(False, False)",False,False
276040,IQ,2022-06-02,,,,"(False, False)",False,False
276041,IQ,2022-06-02,,,,"(False, False)",False,False
276042,EG,2022-06-02,,,,"(False, False)",False,False
276043,EG,2022-06-02,,,,"(False, False)",False,False
276044,US,2022-06-02,,,,"(False, False)",False,False
276046,NG,2022-06-02,,,,"(False, False)",False,False
276047,EG,2022-06-02,,,,"(False, False)",False,False
276048,IQ,2022-06-02,,,,"(False, False)",False,False
276049,US,2022-06-02,,,,"(False, False)",False,False
276050,EG,2022-06-02,,,,"(False, False)",False,False
276051,EG,2022-06-02,,,,"(False, False)",False,False
276052,EG,2022-06-02,,,,"(False, False)",False,False
276053,EG,2022-06-02,,,,"(False, False)",False,False
276054,EG,2022-06-02,,,,"(False, False)",False,False
276055,IQ,2022-06-02,,,,"(False, False)",False,False
276056,TN,2022-06-02,,,,"(False, False)",False,False
276057,PS,2022-06-02,,,,"(False, False)",False,False
276058,EG,2022-06-02,,,,"(False, False)",False,False
276059,IQ,2022-06-02,,,,"(False, False)",False,False
276060,EG,2022-06-02,,,,"(False, False)",False,False
276061,EG,2022-06-02,,,,"(False, False)",False,False
276062,EG,2022-06-02,,,,"(False, False)",False,False
276063,IQ,2022-06-02,,,,"(False, False)",False,False
276064,EG,2022-06-02,,,,"(False, False)",False,False
276065,EG,2022-06-02,,,,"(False, False)",False,False
276066,EG,2022-06-02,,,,"(False, False)",False,False
276068,EG,2022-06-02,,,,"(False, False)",False,False
276069,EG,2022-06-02,,,,"(False, False)",False,False
276070,EG,2022-06-02,,,,"(False, False)",False,False
276071,EG,2022-06-02,,,,"(False, False)",False,False
276072,EG,2022-06-02,,,,"(False, False)",False,False
276073,EG,2022-06-02,,,,"(False, False)",False,False
276074,CA,2022-06-02,,,,"(False, False)",False,False
276075,IQ,2022-06-02,,,,"(False, False)",False,False
276076,CA,2022-06-02,,,,"(False, False)",False,False
276077,EG,2022-06-02,,,,"(False, False)",False,False
276078,GE,2022-06-02,,,,"(False, False)",False,False
276079,EG,2022-06-02,,,,"(False, False)",False,False
276080,PK,2022-06-02,,,,"(False, False)",False,False
276081,IN,2022-06-02,,,,"(False, False)",False,False
276082,IN,2022-06-02,,,,"(False, False)",False,False
276083,EG,2022-06-02,,,,"(False, False)",False,False
276084,US,2022-06-02,,,,"(False, False)",False,False
276085,EG,2022-06-02,,,,"(False, False)",False,False
276086,MX,2022-06-02,,,,"(False, False)",False,False
276087,IQ,2022-06-02,,,,"(False, False)",False,False
276088,EG,2022-06-02,,,,"(False, False)",False,False
276089,IN,2022-06-02,,,,"(False, False)",False,False
276090,EG,2022-06-02,,,,"(False, False)",False,False
276091,EG,2022-06-02,,,,"(False, False)",False,False
276092,US,2022-06-02,,,,"(False, False)",False,False
276093,US,2022-06-02,,,,"(False, False)",False,False
276094,DZ,2022-06-02,,,,"(False, False)",False,False
276095,EG,2022-06-02,,,,"(False, False)",False,False
276096,GR,2022-06-02,,,,"(False, False)",False,False
276097,EG,2022-06-02,,,,"(False, False)",False,False
276098,EG,2022-06-02,,,,"(False, False)",False,False
276099,AZ,2022-06-02,,,,"(False, False)",False,False
276100,EG,2022-06-02,,,,"(False, False)",False,False
276101,IQ,2022-06-02,,,,"(False, False)",False,False
276102,EG,2022-06-02,,,,"(False, False)",False,False
276103,IQ,2022-06-02,,,,"(False, False)",False,False
276104,US,2022-06-02,20044.0,Annual,2022-06-09,"(True, True)",True,True
276105,IQ,2022-06-02,,,,"(False, False)",False,False
276106,EG,2022-06-02,,,,"(False, False)",False,False
276107,EG,2022-06-02,,,,"(False, False)",False,False
276108,IN,2022-06-02,,,,"(False, False)",False,False
276109,EG,2022-06-02,,,,"(False, False)",False,False
276110,NL,2022-06-02,,,,"(False, False)",False,False
276111,US,2022-06-02,,,,"(False, False)",False,False
276112,US,2022-06-02,19901.0,Annual,2022-06-02,"(True, True)",True,True
276113,EG,2022-06-02,,,,"(False, False)",False,False
276114,EG,2022-06-02,,,,"(False, False)",False,False
276115,EG,2022-06-02,,,,"(False, False)",False,False
276116,EG,2022-06-02,,,,"(False, False)",False,False
276117,IQ,2022-06-02,,,,"(False, False)",False,False
276118,EG,2022-06-02,,,,"(False, False)",False,False
276119,EG,2022-06-02,,,,"(False, False)",False,False
276120,SA,2022-06-02,,,,"(False, False)",False,False
276121,EG,2022-06-02,,,,"(False, False)",False,False
276122,MA,2022-06-02,,,,"(False, False)",False,False
276123,NG,2022-06-02,,,,"(False, False)",False,False
276124,EG,2022-06-02,,,,"(False, False)",False,False
276125,EG,2022-06-02,,,,"(False, False)",False,False
276126,EG,2022-06-02,,,,"(False, False)",False,False
276127,AE,2022-06-02,,,,"(False, False)",False,False
276128,US,2022-06-02,,,,"(False, False)",False,False
276129,IQ,2022-06-02,,,,"(False, False)",False,False
276130,US,2022-06-02,20016.0,Annual,2022-06-07,"(True, True)",True,True
276131,EG,2022-06-02,,,,"(False, False)",False,False
276132,IQ,2022-06-02,,,,"(False, False)",False,False
276133,EG,2022-06-02,,,,"(False, False)",False,False
276134,EG,2022-06-02,,,,"(False, False)",False,False
276135,SG,2022-06-02,19988.0,Annual,2022-06-06,"(True, True)",True,True
276136,EG,2022-06-02,,,,"(False, False)",False,False
276137,US,2022-06-02,,,,"(False, False)",False,False
276138,NZ,2022-06-02,,,,"(False, False)",False,False
276139,EG,2022-06-02,,,,"(False, False)",False,False
276140,FR,2022-06-02,,,,"(False, False)",False,False
276141,EG,2022-06-02,,,,"(False, False)",False,False
276142,LB,2022-06-02,,,,"(False, False)",False,False
276143,IQ,2022-06-02,,,,"(False, False)",False,False
276144,US,2022-06-02,,,,"(False, False)",False,False
276145,EG,2022-06-02,,,,"(False, False)",False,False
276146,EG,2022-06-02,,,,"(False, False)",False,False
276147,IQ,2022-06-02,,,,"(False, False)",False,False
276148,IQ,2022-06-02,,,,"(False, False)",False,False
276149,EG,2022-06-02,,,,"(False, False)",False,False
276150,AE,2022-06-02,,,,"(False, False)",False,False
276151,EG,2022-06-02,,,,"(False, False)",False,False
276152,EG,2022-06-02,,,,"(False, False)",False,False
276153,TJ,2022-06-02,,,,"(False, False)",False,False
276154,SA,2022-06-02,,,,"(False, False)",False,False
276155,PS,2022-06-02,,,,"(False, False)",False,False
276156,CA,2022-06-02,,,,"(False, False)",False,False
276157,IQ,2022-06-02,,,,"(False, False)",False,False
276158,PT,2022-06-02,,,,"(False, False)",False,False
276159,EG,2022-06-02,,,,"(False, False)",False,False
276160,US,2022-06-02,,,,"(False, False)",False,False
276161,EG,2022-06-02,,,,"(False, False)",False,False
276162,KW,2022-06-02,,,,"(False, False)",False,False
276163,KE,2022-06-02,,,,"(False, False)",False,False
276164,IQ,2022-06-02,,,,"(False, False)",False,False
276165,EG,2022-06-02,,,,"(False, False)",False,False
276166,NZ,2022-06-02,,,,"(False, False)",False,False
276167,IQ,2022-06-02,,,,"(False, False)",False,False
276168,CA,2022-06-02,,,,"(False, False)",False,False
276169,IQ,2022-06-02,,,,"(False, False)",False,False
276170,EG,2022-06-02,,,,"(False, False)",False,False
276171,IQ,2022-06-02,,,,"(False, False)",False,False
276172,EG,2022-06-02,,,,"(False, False)",False,False
276173,EG,2022-06-02,,,,"(False, False)",False,False
276174,IN,2022-06-02,,,,"(False, False)",False,False
276175,EG,2022-06-02,,,,"(False, False)",False,False
276176,EG,2022-06-02,,,,"(False, False)",False,False
276177,FR,2022-06-02,,,,"(False, False)",False,False
276178,EG,2022-06-02,,,,"(False, False)",False,False
276179,US,2022-06-02,,,,"(False, False)",False,False
276180,IQ,2022-06-02,,,,"(False, False)",False,False
276181,EG,2022-06-02,,,,"(False, False)",False,False
276182,EG,2022-06-02,,,,"(False, False)",False,False
276183,EG,2022-06-02,,,,"(False, False)",False,False
276184,US,2022-06-02,,,,"(False, False)",False,False
276185,LK,2022-06-02,,,,"(False, False)",False,False
276186,IL,2022-06-02,,,,"(False, False)",False,False
276187,US,2022-06-02,,,,"(False, False)",False,False
276188,EG,2022-06-02,,,,"(False, False)",False,False
276189,EG,2022-06-02,,,,"(False, False)",False,False
276190,CA,2022-06-02,,,,"(False, False)",False,False
276191,IQ,2022-06-02,,,,"(False, False)",False,False
276192,TN,2022-06-02,,,,"(False, False)",False,False
276193,US,2022-06-02,,,,"(False, False)",False,False
276194,IQ,2022-06-02,,,,"(False, False)",False,False
276195,CA,2022-06-02,,,,"(False, False)",False,False
276196,EG,2022-06-02,,,,"(False, False)",False,False
276197,GB,2022-06-02,,,,"(False, False)",False,False
276198,IQ,2022-06-02,,,,"(False, False)",False,False
276199,EG,2022-06-02,,,,"(False, False)",False,False
276200,TN,2022-06-02,,,,"(False, False)",False,False
276201,SA,2022-06-02,,,,"(False, False)",False,False
276202,SA,2022-06-02,,,,"(False, False)",False,False
276203,AR,2022-06-02,,,,"(False, False)",False,False
276204,EG,2022-06-02,,,,"(False, False)",False,False
276205,EG,2022-06-02,,,,"(False, False)",False,False
276206,US,2022-06-02,,,,"(False, False)",False,False
276207,SA,2022-06-02,,,,"(False, False)",False,False
276208,IQ,2022-06-02,,,,"(False, False)",False,False
276209,EG,2022-06-02,,,,"(False, False)",False,False
276210,EG,2022-06-02,,,,"(False, False)",False,False
276211,EG,2022-06-02,,,,"(False, False)",False,False
276212,PS,2022-06-02,,,,"(False, False)",False,False
276213,EG,2022-06-02,,,,"(False, False)",False,False
276214,EG,2022-06-02,,,,"(False, False)",False,False
276215,EG,2022-06-02,,,,"(False, False)",False,False
276216,EG,2022-06-02,,,,"(False, False)",False,False
276217,TR,2022-06-02,,,,"(False, False)",False,False
276218,EG,2022-06-02,,,,"(False, False)",False,False
276219,EG,2022-06-02,,,,"(False, False)",False,False
276220,EG,2022-06-02,,,,"(False, False)",False,False
276221,IN,2022-06-02,,,,"(False, False)",False,False
276222,EG,2022-06-02,,,,"(False, False)",False,False
276223,EG,2022-06-02,,,,"(False, False)",False,False
276224,EG,2022-06-02,,,,"(False, False)",False,False
276225,EG,2022-06-02,,,,"(False, False)",False,False
276226,EG,2022-06-02,,,,"(False, False)",False,False
276227,EG,2022-06-02,,,,"(False, False)",False,False
276228,IQ,2022-06-02,,,,"(False, False)",False,False
276229,EG,2022-06-02,,,,"(False, False)",False,False
276230,EG,2022-06-02,,,,"(False, False)",False,False
276231,EG,2022-06-02,,,,"(False, False)",False,False
276232,BR,2022-06-02,19934.0,Annual,2022-06-03,"(True, True)",True,True
276233,EG,2022-06-02,,,,"(False, False)",False,False
276234,EG,2022-06-02,,,,"(False, False)",False,False
276235,QA,2022-06-02,,,,"(False, False)",False,False
276236,EG,2022-06-02,,,,"(False, False)",False,False
276237,MA,2022-06-02,,,,"(False, False)",False,False
276238,FR,2022-06-02,,,,"(False, False)",False,False
276239,US,2022-06-02,,,,"(False, False)",False,False
276240,SA,2022-06-03,,,,"(False, False)",False,False
276241,CA,2022-06-03,,,,"(False, False)",False,False
276242,EG,2022-06-03,,,,"(False, False)",False,False
276243,EG,2022-06-03,,,,"(False, False)",False,False
276244,EG,2022-06-03,,,,"(False, False)",False,False
276245,EG,2022-06-03,,,,"(False, False)",False,False
276246,EG,2022-06-03,,,,"(False, False)",False,False
276247,US,2022-06-03,,,,"(False, False)",False,False
276248,EG,2022-06-03,,,,"(False, False)",False,False
276249,DO,2022-06-03,,,,"(False, False)",False,False
276250,IQ,2022-06-03,,,,"(False, False)",False,False
276251,EG,2022-06-03,,,,"(False, False)",False,False
276252,EG,2022-06-03,,,,"(False, False)",False,False
276253,IN,2022-06-03,,,,"(False, False)",False,False
276254,US,2022-06-03,,,,"(False, False)",False,False
276255,EG,2022-06-03,,,,"(False, False)",False,False
276256,SA,2022-06-03,,,,"(False, False)",False,False
276257,EG,2022-06-03,,,,"(False, False)",False,False
276258,IQ,2022-06-03,,,,"(False, False)",False,False
276259,PH,2022-06-03,,,,"(False, False)",False,False
276260,US,2022-06-03,,,,"(False, False)",False,False
276261,US,2022-06-03,,,,"(False, False)",False,False
276262,US,2022-06-03,,,,"(False, False)",False,False
276263,IN,2022-06-03,,,,"(False, False)",False,False
276264,EG,2022-06-03,,,,"(False, False)",False,False
276265,US,2022-06-03,19995.0,Monthly,2022-06-06,"(False, False)",False,False
276266,AE,2022-06-03,,,,"(False, False)",False,False
276267,EG,2022-06-03,,,,"(False, False)",False,False
276268,BR,2022-06-03,,,,"(False, False)",False,False
276269,EG,2022-06-03,,,,"(False, False)",False,False
276270,IN,2022-06-03,,,,"(False, False)",False,False
276271,CO,2022-06-03,,,,"(False, False)",False,False
276272,EG,2022-06-03,,,,"(False, False)",False,False
276273,EG,2022-06-03,,,,"(False, False)",False,False
276274,CA,2022-06-03,,,,"(False, False)",False,False
276275,CA,2022-06-03,,,,"(False, False)",False,False
276277,EG,2022-06-03,,,,"(False, False)",False,False
276278,IN,2022-06-03,,,,"(False, False)",False,False
276279,TR,2022-06-03,,,,"(False, False)",False,False
276280,US,2022-06-03,,,,"(False, False)",False,False
276281,US,2022-06-03,,,,"(False, False)",False,False
276282,SA,2022-06-03,,,,"(False, False)",False,False
276283,EG,2022-06-03,,,,"(False, False)",False,False
276284,US,2022-06-03,,,,"(False, False)",False,False
276285,US,2022-06-03,,,,"(False, False)",False,False
276286,EG,2022-06-03,,,,"(False, False)",False,False
276287,FR,2022-06-03,,,,"(False, False)",False,False
276288,SA,2022-06-03,,,,"(False, False)",False,False
276289,TH,2022-06-03,,,,"(False, False)",False,False
276290,IN,2022-06-03,,,,"(False, False)",False,False
276291,EG,2022-06-03,,,,"(False, False)",False,False
276292,JO,2022-06-03,,,,"(False, False)",False,False
276293,EG,2022-06-03,,,,"(False, False)",False,False
276294,IN,2022-06-03,,,,"(False, False)",False,False
276295,GR,2022-06-03,,,,"(False, False)",False,False
276296,IN,2022-06-03,,,,"(False, False)",False,False
276297,MY,2022-06-03,,,,"(False, False)",False,False
276298,EG,2022-06-03,,,,"(False, False)",False,False
276299,BG,2022-06-03,,,,"(False, False)",False,False
276300,EG,2022-06-03,,,,"(False, False)",False,False
276301,EG,2022-06-03,,,,"(False, False)",False,False
276302,SA,2022-06-03,,,,"(False, False)",False,False
276303,NG,2022-06-03,,,,"(False, False)",False,False
276304,EG,2022-06-03,,,,"(False, False)",False,False
276305,RO,2022-06-03,,,,"(False, False)",False,False
276306,FR,2022-06-03,,,,"(False, False)",False,False
276307,EG,2022-06-03,,,,"(False, False)",False,False
276308,BD,2022-06-03,,,,"(False, False)",False,False
276309,HK,2022-06-03,,,,"(False, False)",False,False
276310,IN,2022-06-03,,,,"(False, False)",False,False
276311,EG,2022-06-03,,,,"(False, False)",False,False
276312,PK,2022-06-03,,,,"(False, False)",False,False
276313,BH,2022-06-03,,,,"(False, False)",False,False
276314,TR,2022-06-03,,,,"(False, False)",False,False
276315,EG,2022-06-03,,,,"(False, False)",False,False
276316,VN,2022-06-03,,,,"(False, False)",False,False
276317,EG,2022-06-03,,,,"(False, False)",False,False
276318,KE,2022-06-03,,,,"(False, False)",False,False
276319,EG,2022-06-03,,,,"(False, False)",False,False
276320,EG,2022-06-03,,,,"(False, False)",False,False
276322,KE,2022-06-03,,,,"(False, False)",False,False
276323,ZA,2022-06-03,,,,"(False, False)",False,False
276324,AE,2022-06-03,,,,"(False, False)",False,False
276325,IN,2022-06-03,,,,"(False, False)",False,False
276326,EG,2022-06-03,,,,"(False, False)",False,False
276327,IN,2022-06-03,,,,"(False, False)",False,False
276330,JO,2022-06-03,,,,"(False, False)",False,False
276331,TR,2022-06-03,,,,"(False, False)",False,False
276332,HK,2022-06-03,,,,"(False, False)",False,False
276333,EG,2022-06-03,,,,"(False, False)",False,False
276334,DZ,2022-06-03,,,,"(False, False)",False,False
276335,IN,2022-06-03,,,,"(False, False)",False,False
276336,IQ,2022-06-03,,,,"(False, False)",False,False
276337,EG,2022-06-03,,,,"(False, False)",False,False
276338,EG,2022-06-03,,,,"(False, False)",False,False
276339,ES,2022-06-03,,,,"(False, False)",False,False
276340,MY,2022-06-03,,,,"(False, False)",False,False
276342,IN,2022-06-03,,,,"(False, False)",False,False
276343,EG,2022-06-03,,,,"(False, False)",False,False
276345,SD,2022-06-03,,,,"(False, False)",False,False
276346,KE,2022-06-03,,,,"(False, False)",False,False
276347,EG,2022-06-03,,,,"(False, False)",False,False
276348,IN,2022-06-03,,,,"(False, False)",False,False
276349,AE,2022-06-03,,,,"(False, False)",False,False
276350,AZ,2022-06-03,,,,"(False, False)",False,False
276351,IQ,2022-06-03,,,,"(False, False)",False,False
276352,IN,2022-06-03,,,,"(False, False)",False,False
276353,EG,2022-06-03,,,,"(False, False)",False,False
276354,TR,2022-06-03,,,,"(False, False)",False,False
276355,VN,2022-06-03,,,,"(False, False)",False,False
276356,EG,2022-06-03,,,,"(False, False)",False,False
276357,EG,2022-06-03,,,,"(False, False)",False,False
276359,BG,2022-06-03,,,,"(False, False)",False,False
276360,NG,2022-06-03,,,,"(False, False)",False,False
276361,SA,2022-06-03,,,,"(False, False)",False,False
276362,ES,2022-06-03,,,,"(False, False)",False,False
276363,ID,2022-06-03,,,,"(False, False)",False,False
276364,IQ,2022-06-03,,,,"(False, False)",False,False
276365,AZ,2022-06-03,,,,"(False, False)",False,False
276366,IQ,2022-06-03,,,,"(False, False)",False,False
276367,IQ,2022-06-03,,,,"(False, False)",False,False
276368,GR,2022-06-03,,,,"(False, False)",False,False
276369,EG,2022-06-03,,,,"(False, False)",False,False
276370,EG,2022-06-03,,,,"(False, False)",False,False
276371,IQ,2022-06-03,,,,"(False, False)",False,False
276372,EG,2022-06-03,,,,"(False, False)",False,False
276373,IE,2022-06-03,,,,"(False, False)",False,False
276374,IQ,2022-06-03,,,,"(False, False)",False,False
276375,IQ,2022-06-03,,,,"(False, False)",False,False
276376,NG,2022-06-03,,,,"(False, False)",False,False
276377,EG,2022-06-03,,,,"(False, False)",False,False
276378,US,2022-06-03,,,,"(False, False)",False,False
276380,MW,2022-06-03,,,,"(False, False)",False,False
276381,NP,2022-06-03,,,,"(False, False)",False,False
276382,EG,2022-06-03,,,,"(False, False)",False,False
276383,AE,2022-06-03,19964.0,Annual,2022-06-05,"(True, True)",True,True
276384,EG,2022-06-03,,,,"(False, False)",False,False
276385,IN,2022-06-03,,,,"(False, False)",False,False
276386,SA,2022-06-03,,,,"(False, False)",False,False
276387,EG,2022-06-03,,,,"(False, False)",False,False
276388,MA,2022-06-03,,,,"(False, False)",False,False
276389,EG,2022-06-03,,,,"(False, False)",False,False
276390,EG,2022-06-03,,,,"(False, False)",False,False
276391,EG,2022-06-03,,,,"(False, False)",False,False
276392,EG,2022-06-03,,,,"(False, False)",False,False
276393,US,2022-06-03,,,,"(False, False)",False,False
276394,IQ,2022-06-03,,,,"(False, False)",False,False
276395,US,2022-06-03,21416.0,Monthly,2022-08-03,"(False, True)",False,True
276396,GB,2022-06-03,,,,"(False, False)",False,False
276397,IN,2022-06-03,,,,"(False, False)",False,False
276398,EG,2022-06-03,,,,"(False, False)",False,False
276399,US,2022-06-03,,,,"(False, False)",False,False
276400,TR,2022-06-03,,,,"(False, False)",False,False
276401,MY,2022-06-03,,,,"(False, False)",False,False
276402,SA,2022-06-03,,,,"(False, False)",False,False
276403,EG,2022-06-03,,,,"(False, False)",False,False
276404,US,2022-06-03,,,,"(False, False)",False,False
276405,EG,2022-06-03,,,,"(False, False)",False,False
276406,EG,2022-06-03,,,,"(False, False)",False,False
276407,NL,2022-06-03,,,,"(False, False)",False,False
276408,IN,2022-06-03,,,,"(False, False)",False,False
276409,NE,2022-06-03,,,,"(False, False)",False,False
276410,LU,2022-06-03,,,,"(False, False)",False,False
276411,EG,2022-06-03,,,,"(False, False)",False,False
276412,IN,2022-06-03,,,,"(False, False)",False,False
276413,MX,2022-06-03,,,,"(False, False)",False,False
276414,SA,2022-06-03,19932.0,Monthly,2022-06-03,"(False, False)",False,False
276415,IE,2022-06-03,,,,"(False, False)",False,False
276416,EG,2022-06-03,,,,"(False, False)",False,False
276417,EG,2022-06-03,,,,"(False, False)",False,False
276418,EG,2022-06-03,,,,"(False, False)",False,False
276419,IQ,2022-06-03,,,,"(False, False)",False,False
276420,HK,2022-06-03,19933.0,Annual,2022-06-03,"(True, True)",True,True
276421,EG,2022-06-03,,,,"(False, False)",False,False
276422,LY,2022-06-03,,,,"(False, False)",False,False
276423,EG,2022-06-03,,,,"(False, False)",False,False
276424,BR,2022-06-03,,,,"(False, False)",False,False
276425,BR,2022-06-03,,,,"(False, False)",False,False
276426,IN,2022-06-03,,,,"(False, False)",False,False
276427,IQ,2022-06-03,,,,"(False, False)",False,False
276428,IQ,2022-06-03,,,,"(False, False)",False,False
276429,US,2022-06-03,,,,"(False, False)",False,False
276430,NG,2022-06-03,,,,"(False, False)",False,False
276431,JO,2022-06-03,,,,"(False, False)",False,False
276432,GB,2022-06-03,,,,"(False, False)",False,False
276433,EG,2022-06-03,,,,"(False, False)",False,False
276434,US,2022-06-03,,,,"(False, False)",False,False
276435,DE,2022-06-03,,,,"(False, False)",False,False
276436,IN,2022-06-03,,,,"(False, False)",False,False
276437,IQ,2022-06-03,,,,"(False, False)",False,False
276438,US,2022-06-03,,,,"(False, False)",False,False
276439,GB,2022-06-03,22057.0,Monthly,2022-09-04,"(False, True)",False,True
276440,EG,2022-06-03,,,,"(False, False)",False,False
276441,EG,2022-06-03,,,,"(False, False)",False,False
276442,AZ,2022-06-03,,,,"(False, False)",False,False
276443,US,2022-06-03,,,,"(False, False)",False,False
276444,IQ,2022-06-03,,,,"(False, False)",False,False
276445,MX,2022-06-03,,,,"(False, False)",False,False
276446,GB,2022-06-03,,,,"(False, False)",False,False
276447,IQ,2022-06-03,,,,"(False, False)",False,False
276448,CA,2022-06-03,,,,"(False, False)",False,False
276449,GB,2022-06-03,,,,"(False, False)",False,False
276450,EG,2022-06-03,,,,"(False, False)",False,False
276451,EG,2022-06-03,,,,"(False, False)",False,False
276452,US,2022-06-03,,,,"(False, False)",False,False
276453,PS,2022-06-03,,,,"(False, False)",False,False
276454,EG,2022-06-03,,,,"(False, False)",False,False
276455,GB,2022-06-03,,,,"(False, False)",False,False
276456,US,2022-06-03,,,,"(False, False)",False,False
276457,EG,2022-06-03,,,,"(False, False)",False,False
276458,VN,2022-06-03,,,,"(False, False)",False,False
276459,US,2022-06-03,,,,"(False, False)",False,False
276460,GB,2022-06-03,,,,"(False, False)",False,False
276461,EG,2022-06-03,,,,"(False, False)",False,False
276462,EG,2022-06-03,,,,"(False, False)",False,False
276463,EG,2022-06-03,,,,"(False, False)",False,False
276464,US,2022-06-03,,,,"(False, False)",False,False
276465,IQ,2022-06-03,,,,"(False, False)",False,False
276466,US,2022-06-03,,,,"(False, False)",False,False
276467,EG,2022-06-03,,,,"(False, False)",False,False
276468,DE,2022-06-03,,,,"(False, False)",False,False
276469,TN,2022-06-03,,,,"(False, False)",False,False
276470,IQ,2022-06-03,,,,"(False, False)",False,False
276471,EG,2022-06-03,,,,"(False, False)",False,False
276472,EG,2022-06-03,,,,"(False, False)",False,False
276473,US,2022-06-04,,,,"(False, False)",False,False
276474,IN,2022-06-04,,,,"(False, False)",False,False
276475,GB,2022-06-04,,,,"(False, False)",False,False
276476,NZ,2022-06-04,,,,"(False, False)",False,False
276477,EG,2022-06-04,,,,"(False, False)",False,False
276478,IN,2022-06-04,,,,"(False, False)",False,False
276479,US,2022-06-04,19938.0,Annual,2022-06-04,"(True, True)",True,True
276480,CA,2022-06-04,19939.0,Annual,2022-06-04,"(True, True)",True,True
276481,US,2022-06-04,,,,"(False, False)",False,False
276482,US,2022-06-04,,,,"(False, False)",False,False
276483,MY,2022-06-04,,,,"(False, False)",False,False
276484,BR,2022-06-04,,,,"(False, False)",False,False
276485,IN,2022-06-04,,,,"(False, False)",False,False
276486,CA,2022-06-04,,,,"(False, False)",False,False
276487,NG,2022-06-04,,,,"(False, False)",False,False
276488,US,2022-06-04,,,,"(False, False)",False,False
276489,NG,2022-06-04,,,,"(False, False)",False,False
276490,IN,2022-06-04,19959.0,Monthly,2022-06-04,"(False, False)",False,False
276491,MA,2022-06-04,,,,"(False, False)",False,False
276492,IN,2022-06-04,,,,"(False, False)",False,False
276493,IN,2022-06-04,,,,"(False, False)",False,False
276494,TR,2022-06-04,,,,"(False, False)",False,False
276495,AU,2022-06-04,,,,"(False, False)",False,False
276496,ZW,2022-06-04,,,,"(False, False)",False,False
276497,FR,2022-06-04,,,,"(False, False)",False,False
276498,HK,2022-06-04,,,,"(False, False)",False,False
276499,IN,2022-06-04,,,,"(False, False)",False,False
276500,EG,2022-06-04,,,,"(False, False)",False,False
276501,ID,2022-06-04,,,,"(False, False)",False,False
276502,IN,2022-06-04,,,,"(False, False)",False,False
276503,EG,2022-06-04,,,,"(False, False)",False,False
276504,EG,2022-06-04,,,,"(False, False)",False,False
276505,EG,2022-06-04,,,,"(False, False)",False,False
276506,PK,2022-06-04,,,,"(False, False)",False,False
276507,EG,2022-06-04,,,,"(False, False)",False,False
276508,FR,2022-06-04,,,,"(False, False)",False,False
276509,PK,2022-06-04,,,,"(False, False)",False,False
276510,AU,2022-06-04,19957.0,Annual,2022-06-04,"(True, True)",True,True
276511,IQ,2022-06-04,,,,"(False, False)",False,False
276512,NP,2022-06-04,,,,"(False, False)",False,False
276513,EG,2022-06-04,,,,"(False, False)",False,False
276514,US,2022-06-04,,,,"(False, False)",False,False
276515,EG,2022-06-04,,,,"(False, False)",False,False
276516,PT,2022-06-04,,,,"(False, False)",False,False
276517,NG,2022-06-04,,,,"(False, False)",False,False
276518,EG,2022-06-04,,,,"(False, False)",False,False
276519,EG,2022-06-04,,,,"(False, False)",False,False
276520,IN,2022-06-04,,,,"(False, False)",False,False
276521,FR,2022-06-04,,,,"(False, False)",False,False
276522,EG,2022-06-04,,,,"(False, False)",False,False
276523,EG,2022-06-04,,,,"(False, False)",False,False
276524,EG,2022-06-04,,,,"(False, False)",False,False
276525,TN,2022-06-04,,,,"(False, False)",False,False
276526,SG,2022-06-04,,,,"(False, False)",False,False
276527,EG,2022-06-04,,,,"(False, False)",False,False
276528,CA,2022-06-04,,,,"(False, False)",False,False
276529,EG,2022-06-04,,,,"(False, False)",False,False
276530,IN,2022-06-04,,,,"(False, False)",False,False
276531,GB,2022-06-04,,,,"(False, False)",False,False
276532,US,2022-06-04,,,,"(False, False)",False,False
276533,KE,2022-06-04,,,,"(False, False)",False,False
276534,SA,2022-06-04,,,,"(False, False)",False,False
